Destination country (across)                                                              -                                                   Source country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,São Tomé and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other South,Other North,TOTAL
New Zealand,,0,,263,0,0,9,0,0,0,"486,982",320,0,18,0,0,0,0,401,4,0,0,0,40,0,,0,241,0,0,0,0,0,"10,960",0,70,0,0,,216,,0,0,,0,0,0,68,0,81,35,618,0,0,9,155,0,0,0,,0,0,0,"1,641",148,"1,220",0,0,0,0,"2,421",,,352,,,0,0,0,0,0,0,2,0,95,85,0,0,0,0,"3,487",,0,417,0,"3,645",0,0,0,0,,"1,213",,0,0,0,0,,0,0,0,0,0,39,0,0,0,0,"2,783",,0,0,1,0,0,,112,0,0,0,0,,,0,0,0,414,"3,596",13,0,0,0,0,0,0,502,0,,0,52,"1,008",13,23,132,53,68,0,0,0,0,0,"2,820",0,0,0,0,,,0,0,44,0,232,,528,"1,052",0,0,0,0,0,0,0,925,"1,288",0,0,0,"6,387",0,0,0,0,0,325,0,,,0,0,0,"54,122","19,402",10,0,98,9,,0,0,0,0,0,"2,093","11,262","624,623"
Nicaragua,,0,,0,0,0,0,0,0,0,841,0,0,6,0,0,0,0,211,381,0,0,0,131,0,,503,0,0,0,0,0,0,"10,588",0,910,0,0,,418,,460,0,,0,"373,548",0,0,262,12,16,170,0,0,618,538,0,"7,507",0,,0,0,0,0,84,516,0,0,0,0,937,,,37,,,0,"6,668",0,0,0,47,"4,802",0,20,0,0,0,0,0,52,,0,485,0,69,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,"3,684",0,0,0,0,,,0,0,0,0,358,0,0,20,0,0,0,0,159,0,,0,"7,123",0,23,97,0,15,25,0,0,0,0,0,0,0,0,0,0,,,0,0,15,0,0,,0,"11,540",0,0,0,0,0,0,0,564,310,0,0,0,0,0,0,0,0,0,2,0,,,0,0,0,295,"242,886",31,0,0,"1,785",,0,0,0,0,0,"49,467",,"729,242"
Niger,,0,,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,285,15,"80,789",0,0,0,0,,0,0,0,"19,885",0,0,0,271,0,35,422,"38,468",,17,,0,0,,0,0,"84,705",0,0,9,6,9,0,0,5,13,0,0,0,,0,0,0,0,21,"3,863",0,0,0,0,"1,314",,,30,,,0,0,"1,369",0,0,0,0,0,5,0,0,0,0,0,16,,0,"1,238",0,8,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,7,0,0,0,0,0,,"5,836",0,0,256,0,,0,0,0,0,0,,,0,0,0,0,273,0,0,3,0,0,"87,529",0,13,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,216,0,0,0,0,660,0,0,18,92,0,0,0,0,0,"17,315",0,0,0,3,0,,,0,0,0,127,"1,329",0,0,0,0,,0,0,0,0,0,"40,831",,"387,330"
Nigeria,,0,,0,0,0,32,0,0,0,"3,364","3,807",0,86,0,0,0,0,"2,009",92,"47,553",0,0,18,0,,0,0,0,0,0,0,"78,292","17,118",155,15,"1,497","114,025",,33,,0,0,,0,0,"38,867",0,0,270,70,833,0,0,63,69,988,0,"1,323",,0,0,0,0,500,"2,920",0,"15,351",0,0,"22,987",,,"2,870",,,0,0,894,0,0,0,0,0,295,67,673,0,0,0,"24,383",,0,"52,845",0,"2,552",0,0,0,0,,0,,0,0,0,0,,0,"2,003",0,0,3,28,0,0,0,0,0,,"1,691",0,0,0,0,,45,0,0,0,0,,,0,0,0,0,"5,490",0,0,571,14,"30,056",0,0,745,0,,0,21,0,0,6,400,271,206,0,0,0,0,0,0,0,0,"14,976",0,,,"2,350",0,40,0,0,,0,"38,775",0,0,8,0,"34,273",0,0,"1,130","1,664",0,0,0,0,0,"19,361",0,0,0,328,0,,,0,0,0,"150,918","210,647",4,0,0,76,,0,0,0,348,0,"47,162",,"1,000,523"
Northern Mariana Islands,,0,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,0,0,0,112,0,0,0,0,0,0,1,,,13,,,"2,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,1,0,0,4,0,0,0,0,0,0,,196,0,0,0,0,742,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,0,0,0,0,"5,247",0,0,0,0,,0,0,0,0,0,128,144,"8,933"
Norway,,0,,0,0,0,19,0,0,0,"4,835",970,0,10,0,0,0,0,"1,727",4,0,0,0,116,0,,144,0,0,0,0,0,0,"6,106",0,0,0,0,,555,,0,0,,0,0,0,0,0,179,108,"18,257",0,0,99,324,0,0,0,,0,0,0,0,"1,545","3,233",0,0,0,0,"10,139",,,760,,,0,0,0,0,0,0,7,0,703,"1,843",0,0,0,0,991,,0,"1,196",0,428,0,0,0,0,,0,,0,0,0,0,,0,0,0,11,24,182,0,0,0,0,0,,0,0,0,0,0,,196,0,0,0,0,,,0,0,0,0,"2,395",8,0,515,54,0,0,0,0,0,,0,10,0,14,51,"1,464",357,399,0,0,0,0,0,0,0,0,0,0,,,0,0,121,0,0,,0,"19,198",10,0,0,0,0,0,0,"47,432","2,040",0,0,0,"2,140",0,0,0,0,0,"3,982",0,,,0,0,0,"17,694","26,907",11,0,0,70,,0,0,0,0,0,"1,125","3,229","183,936"
Oman,,0,,0,0,0,0,0,0,0,"1,261",0,0,0,710,0,0,0,8,0,0,0,0,2,0,,0,0,0,0,0,0,0,966,0,0,0,0,,9,,0,0,,0,0,0,0,0,56,0,25,0,0,0,10,587,0,0,,0,0,0,0,3,35,0,0,0,0,91,,,3,,,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47,,0,10,0,27,"5,237",0,0,0,,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,0,451,0,0,312,0,0,0,0,23,0,,0,0,0,0,1,0,4,31,0,0,0,0,0,0,0,0,0,0,,,0,0,7,0,0,,0,57,0,0,0,0,77,0,0,18,19,0,0,0,0,0,0,0,0,0,29,0,,,0,0,0,"2,681","1,644",0,0,0,1,,0,0,0,0,0,721,161,"15,337"
Pakistan,,0,,0,0,0,0,0,0,0,"22,179","2,871",0,0,"57,251","22,308",0,0,"8,236",18,0,0,0,42,0,,173,765,0,0,0,198,0,"155,159",0,135,0,0,,286,,0,0,,0,0,0,0,0,458,94,"13,562",0,0,248,73,853,0,0,,0,0,0,579,681,"21,051",0,0,0,"1,655","46,253",,,"24,537",,,0,20,0,0,0,0,0,0,93,28,"1,150,952",0,"18,720",588,"8,598",,"3,461","64,161",0,"9,440","26,776",0,0,0,,"5,378",,"122,878",0,0,387,,0,0,0,0,20,89,0,0,"2,728",0,"16,477",,0,0,0,0,0,,86,0,0,0,0,,,"9,227","3,602",0,"21,324","11,113",0,0,"2,418",28,0,0,0,"21,284","94,993",,0,75,0,15,19,"1,534",64,"1,210",0,"250,649",0,0,0,0,0,0,"1,005,873",0,,,150,"22,932",43,0,0,,0,"54,576",133,0,0,0,350,0,0,"4,493","2,427",0,0,"1,711","7,764",0,0,0,0,0,"1,275",0,,,0,0,"453,005","451,712","288,011",3,0,0,10,,0,0,0,0,0,"156,165",,"4,678,730"
Palau,,0,,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,5,,0,0,,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,,0,0,0,68,0,0,0,0,0,0,1,,,7,,,"1,421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,25,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,101,0,0,0,0,,,0,0,0,0,0,0,0,7,0,0,0,"1,614",1,0,,0,0,0,0,0,"1,677",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,,,0,0,0,4,"2,781",0,0,0,0,,0,0,0,0,0,225,,"7,971"
Panama,,0,,0,0,0,0,0,0,0,210,0,0,13,0,0,0,0,145,53,0,0,0,148,0,,561,0,0,0,0,0,0,"3,213",0,164,0,0,,905,,"1,661",0,,0,"16,947",0,0,0,18,10,56,0,0,"1,043","1,321",0,434,0,,0,0,0,0,24,414,0,0,0,0,420,,,68,,,0,234,0,0,0,0,246,0,16,0,0,0,0,0,27,,0,499,0,74,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,11,0,0,0,0,0,,0,0,0,0,0,,"2,389",0,0,0,0,,,0,0,0,0,267,0,0,39,541,0,0,0,48,0,,0,0,0,40,201,0,26,169,0,0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,,0,"4,850",0,0,8,0,0,0,0,256,328,0,0,0,0,0,0,0,0,0,16,0,,,0,0,0,652,"98,009",65,0,0,936,,0,0,0,0,0,"3,359",,"141,141"
Papua New Guinea,,0,,0,0,0,0,0,0,0,"29,957",0,0,0,0,0,0,0,48,0,0,0,0,2,0,,0,0,0,0,0,0,0,510,0,3,0,0,,7,,0,0,,0,0,0,0,0,0,2,12,0,0,0,3,0,0,0,,0,0,0,"1,016",7,138,0,0,0,0,40,,,3,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,0,68,0,75,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,0,129,0,"21,008","1,368",0,0,0,0,39,0,,0,0,0,0,4,465,1,4,0,0,0,0,0,89,0,0,0,0,,,0,0,1,0,"1,811",,0,57,0,0,0,0,0,0,0,25,201,0,0,0,0,0,0,0,0,0,2,0,,,0,0,0,"1,400","2,268",0,0,12,2,,0,0,0,0,0,413,,"61,197"
Paraguay,,0,,0,0,0,0,"307,510",0,0,420,0,0,0,0,0,0,0,263,90,0,0,0,"5,367",0,,"28,999",0,0,0,0,0,0,"8,766",0,3,0,0,,"2,094",,173,0,,0,0,0,0,0,9,31,66,0,0,90,334,0,0,0,,0,0,0,0,12,865,0,0,0,0,"1,286",,,65,,,0,46,0,0,0,12,22,0,17,0,0,0,0,0,72,,0,"1,192",0,"2,585",0,0,0,0,,0,,0,0,0,0,,0,0,0,0,3,12,0,0,0,0,0,,0,0,0,0,0,,327,0,0,0,0,,,0,0,0,0,170,0,0,39,15,0,0,0,118,0,,0,55,0,0,140,74,11,34,0,0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,,0,"78,528",0,0,0,0,0,0,0,165,451,0,0,0,0,0,0,0,0,0,9,0,,,0,0,0,653,"26,121","1,310",0,0,218,,0,0,0,0,0,"41,993",,"510,839"
Peru,,0,,0,0,0,0,"83,498",0,0,"8,199","1,147",0,36,0,0,0,0,"2,441",15,0,0,0,"14,794",0,,"10,880",0,0,0,0,0,0,"25,710",0,21,0,0,,"64,870",,"4,054",0,,0,0,0,0,0,28,69,817,0,0,"2,970","18,764",0,224,0,,0,0,0,0,328,"7,514",0,0,0,0,"12,620",,,190,,,0,356,0,0,0,58,238,0,127,0,0,0,0,0,317,,0,"92,001",0,"60,385",0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,317,0,0,0,0,0,,0,0,0,4,0,,"5,461",0,0,0,0,,,0,0,0,0,"3,140",0,0,545,271,0,0,0,985,0,,0,"3,904",0,"1,521",0,638,125,288,0,0,0,0,0,0,0,0,0,0,,,0,0,45,0,0,,0,"184,832",0,0,0,0,0,0,0,"6,190","6,110",0,0,0,0,0,0,0,0,0,60,0,,,0,0,0,"5,386","392,455",457,0,0,"35,577",,0,0,0,0,0,"30,096",,"1,091,079"
Philippines,,0,,759,414,0,0,0,0,0,"151,676","11,607",0,132,"28,625",0,0,0,"8,195",25,0,0,0,57,0,,0,"15,861",0,0,0,728,0,"352,955",0,132,0,0,,140,,0,0,,0,0,0,0,0,"6,364",34,"7,992",0,0,172,172,"1,531",0,0,,0,0,0,0,"1,438","7,599",0,0,0,0,"35,298",,,"5,992",,,"34,748",51,0,0,0,0,0,0,58,"1,701",0,0,0,0,"14,078",,0,"137,407",0,"204,929","31,627",0,0,0,,"28,700",,"86,015",0,0,0,,0,0,0,0,1,396,"10,343",0,0,0,"277,444",,0,0,6,0,0,,457,0,0,0,0,,,0,0,0,0,"9,524",0,0,"16,719",6,0,0,"19,527","10,148","15,250",,"2,647",644,0,23,204,0,50,360,0,"125,324",0,0,0,0,0,0,"558,818",0,,,0,0,14,0,242,,0,"37,013",0,0,0,0,0,0,0,"7,858","9,060",0,0,0,"3,360",251,0,0,0,0,654,0,,,0,0,"120,801","114,489","1,717,771",13,0,0,85,,0,0,0,0,0,"38,895",,"4,275,612"
Poland,,0,,0,0,0,0,"12,964",0,0,"64,118","76,465",0,8,0,0,0,"235,853","42,984",1,0,0,0,277,7,,"7,505",0,0,0,0,0,0,"198,476",0,12,0,0,,740,,205,0,,0,0,0,0,0,623,"24,958","23,640",0,0,709,429,237,0,0,,0,0,0,0,"2,234","122,152",0,0,0,0,"613,768",,,"37,695",,,0,0,0,0,0,0,3,0,"3,527","3,621",0,0,0,0,"93,330",,"117,287","117,309",0,945,0,"23,512",0,0,,0,,0,0,0,779,,0,0,0,0,"2,424","1,203",0,0,0,0,0,,0,0,0,0,0,,"1,396",0,0,0,0,,,0,0,0,0,"42,099",0,0,"2,192",25,0,0,0,"9,748",0,,0,118,0,329,165,95,0,505,0,0,0,0,0,0,0,0,0,0,,,0,0,"4,555",192,0,,0,"86,971",0,0,0,0,0,0,0,"61,888","11,985",0,0,0,0,0,0,0,0,0,"3,826",0,,,0,0,0,"521,446","487,934","1,276",0,0,714,,0,0,0,0,0,"35,446","52,608","3,155,509"
Portugal,,0,,0,"9,014","19,629",0,0,0,181,"19,130","1,242",0,8,0,0,0,0,"26,493",5,0,"1,974",0,47,0,,"214,511",0,0,0,0,0,0,"175,072","1,007",6,0,0,,435,,0,0,,565,0,0,0,0,58,39,"1,104",0,0,239,502,0,0,0,,0,0,0,0,242,"762,411",0,0,0,0,"182,710",,,199,,,0,21,234,764,0,0,6,0,184,231,162,0,0,0,"2,234",,0,"6,296",0,446,0,0,0,0,,0,,0,0,0,0,,0,0,0,494,2,"49,861","1,365",0,0,0,0,,0,0,0,0,0,,402,0,0,0,0,,,"68,176",0,0,0,"12,846","1,177",0,213,17,0,0,0,"1,105",0,,0,200,0,39,47,102,64,0,0,0,0,0,0,0,0,585,0,0,,,0,0,33,0,0,,0,"156,062",0,0,0,0,0,0,0,"3,070","113,320",0,0,0,380,0,0,0,0,0,252,0,,,0,0,0,"84,306","176,694",613,0,0,"53,035",,0,0,0,0,0,"43,820","33,936","2,229,620"
Puerto Rico,,0,,0,0,0,42,0,0,0,105,0,0,0,0,0,0,0,47,0,0,0,0,64,0,,0,0,0,0,0,0,0,365,0,59,0,0,,300,,444,0,,0,0,0,0,120,4,7,0,0,0,"13,075",687,0,0,0,,0,0,0,0,0,288,0,0,0,0,0,,,17,,,198,80,0,0,0,0,80,0,4,0,0,0,0,0,31,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,"2,563",0,0,0,0,,,0,0,0,0,105,89,0,16,66,0,0,44,19,0,,0,489,0,36,77,68,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,0,0,0,405,"1,651,031",27,0,0,519,,0,0,0,0,0,"2,271","31,338","1,705,207"
Qatar,,0,,0,0,0,0,0,0,0,631,0,0,0,209,0,0,0,11,0,0,0,0,8,0,,0,0,0,0,0,0,0,"1,560",0,3,0,0,,0,,0,0,,0,0,0,0,0,12,27,55,0,0,0,0,490,0,0,,0,0,0,0,9,224,0,0,0,0,119,,,6,,,0,0,0,0,0,0,0,0,21,0,0,0,0,0,130,,0,5,0,16,"1,842",0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,0,,0,0,0,0,0,,,0,0,0,0,37,0,0,79,0,0,0,0,31,0,,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,,0,60,0,0,0,0,59,0,0,45,15,0,0,0,0,0,0,0,0,0,37,0,,,0,0,0,"1,407","2,237",0,0,0,1,,0,0,0,0,0,298,132,"9,849"
Romania,,0,,0,0,0,0,0,0,0,"17,449","56,932",0,23,0,0,0,0,"21,634",0,0,0,0,67,2,,"3,548",0,0,0,0,0,0,"96,209",0,6,0,0,,630,,179,0,,0,0,0,0,0,"4,774","12,083","4,186",0,0,45,416,0,0,0,,0,0,0,0,"1,210","54,305",0,0,0,476,"134,911",,,"45,289",,,0,0,0,0,0,0,0,0,"189,055",171,0,0,0,0,"12,682",,"182,099","813,037",0,"2,660","2,236",0,0,0,,0,,0,0,0,0,,0,0,0,0,20,683,0,0,0,0,0,,0,0,0,32,0,,357,0,0,0,0,,,0,0,0,0,"8,716",0,0,"2,497",0,0,0,0,"2,045",0,,0,106,0,0,179,192,"3,632","3,954",0,0,0,0,0,0,0,0,0,0,,,0,0,"2,751",369,0,,0,"810,471",0,0,0,0,0,0,0,"16,184","7,914",0,0,0,0,0,0,0,0,0,"23,232",0,,,0,0,0,"53,081","171,253",424,0,0,675,,0,0,0,0,0,"3,973",,"2,769,053"
Russian Federation,,49,,0,0,0,0,"2,009","32,993",0,"20,076","8,683","50,007",23,0,0,0,"680,497","32,679",4,0,0,0,553,4,,"3,960",0,0,0,0,76,0,"74,655",0,3,0,0,,"1,047",,541,0,,489,0,0,0,"1,979","11,484","13,470","5,119",0,0,429,"2,047","2,513",0,0,,"137,860",0,0,0,"17,534","43,042",0,0,0,"109,968","299,596",,,"37,980",,,0,0,470,0,0,0,16,0,677,"1,514",0,0,0,358,"6,737",,"712,261","27,986",0,"7,431","4,911","2,226,706",0,0,,"2,370",,0,"87,762",0,"203,920",,0,0,0,0,"60,302",548,0,0,160,0,0,,0,0,0,55,0,,"1,895",0,"147,802",0,"4,207",,,0,0,0,0,"5,876",0,0,"4,012",473,0,0,0,"8,431",0,,0,593,0,564,617,101,"58,851","3,287",0,0,"7,760",0,0,0,0,55,0,0,,,0,0,"3,638","1,434",0,,0,"61,358",9,0,0,0,0,0,0,"13,560","7,435",0,"191,754",0,0,0,0,0,0,0,"22,246","64,452",,,0,"3,684,217",0,"33,306","421,459",405,"404,356",0,507,,0,0,0,0,0,"944,471",,"11,034,681"
Rwanda,,0,,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,"11,498",0,0,0,0,2,0,,0,0,0,0,"33,540",0,0,"4,005",0,0,35,0,,9,,0,0,,0,0,0,0,0,2,13,225,0,0,0,10,0,0,0,,0,0,0,0,50,"2,898",0,0,0,0,"1,279",,,159,,,0,0,0,0,0,0,0,0,36,0,0,0,0,0,166,,0,"1,770",0,29,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,79,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,"1,120",0,0,66,0,0,0,0,351,0,,0,0,0,0,1,0,7,145,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,,0,607,0,0,0,0,0,0,0,210,783,0,0,"49,536",0,0,0,0,0,0,18,0,,,"123,860",0,0,"3,143","2,614",0,0,0,0,,0,0,0,0,0,"25,060",,"263,641"
Samoa,,0,,"20,245",0,0,0,0,0,0,"18,605",0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,94,0,6,0,0,,5,,0,0,,0,0,0,0,0,0,2,15,0,0,5,0,0,0,0,,0,0,0,681,0,24,0,0,0,0,66,,,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,,0,94,0,70,0,0,0,342,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,,0,0,0,0,16,0,0,"55,401",0,0,0,0,3,0,,0,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,6,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,50,0,0,18,0,,,0,0,0,166,"21,813",0,0,0,0,,0,0,0,0,0,"2,586",,"120,419"
San Marino,,0,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0,0,0,,3,,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,236,0,0,0,0,43,,,9,,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,"2,048",0,1,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,19,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,12,593,0,0,0,0,,0,0,0,0,0,1,58,"3,111"
São Tomé and Principe,,0,,0,0,"11,532",0,0,0,0,14,0,0,0,0,0,0,0,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,"4,061",0,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,,0,0,0,0,0,247,0,0,0,0,56,,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,51,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,,,0,0,0,0,125,0,0,3,0,0,0,0,0,0,,0,0,0,0,1,0,4,"17,612",0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,,0,248,0,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,135,68,0,0,0,0,,0,0,0,0,0,"1,889",,"36,179"
Saudi Arabia,,0,,0,0,0,0,0,0,0,"5,571",301,0,0,"6,455",0,0,0,231,1,0,0,0,10,0,,0,0,0,0,0,0,0,"13,533",0,9,0,0,,31,,0,0,,0,0,0,0,0,205,17,259,0,0,36,122,"12,303",0,0,,0,0,0,0,345,"1,580",0,0,0,0,"1,176",,,236,,,0,25,670,0,0,0,0,0,41,0,"4,658",0,0,810,"1,049",,0,193,0,483,"41,418",0,0,0,,0,,0,0,0,0,,0,0,0,0,4,7,0,0,0,0,0,,0,0,0,517,0,,173,0,0,0,0,,,0,0,0,0,"1,176",0,0,686,3,0,0,0,333,0,,0,55,0,10,13,"1,092",26,52,0,0,0,0,0,0,0,0,0,0,,,0,0,93,0,0,,0,807,0,0,0,6,590,0,0,"1,125",499,0,0,0,0,0,0,0,0,0,"4,924",0,,,0,0,0,"22,898","40,480",7,0,0,"1,166",,0,0,0,0,0,"8,310","1,893","178,712"
Senegal,,0,,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,"1,940",0,0,0,0,3,0,,0,0,0,0,0,0,0,"2,567",679,0,"1,652",0,,10,,0,0,,"5,393",0,"33,250",0,0,9,31,110,0,0,5,0,389,0,0,,0,0,0,0,69,"91,446",0,"21,959","177,306",0,"3,975",,,74,,,0,0,"6,652","9,807",0,0,0,0,13,0,0,0,0,0,65,,0,"81,424",0,272,0,0,0,0,,0,,0,0,0,0,,0,274,0,0,1,75,0,0,0,0,0,,"11,895",0,0,"64,557",0,,21,0,0,0,0,,,0,0,0,0,899,0,0,10,102,0,"4,748",0,145,0,,0,0,0,0,1,0,26,890,0,0,0,0,0,0,0,0,0,0,,,744,0,23,0,0,,0,"51,672",0,0,0,0,271,0,0,353,"1,130",0,0,0,0,0,0,0,0,0,76,0,,,0,0,0,958,"16,745",2,0,0,7,,0,0,0,408,0,"41,185",,"636,633"
Serbia,,0,,0,0,0,0,0,0,0,0,"130,844",0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,,0,0,0,0,0,"22,526",0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,23,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,"6,433",0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"35,107",0,0,0,0,,0,0,0,0,0,779,,"196,013"
