Destination country (across)                                                              -                                                   Source country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,São Tomé and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other South,Other North,TOTAL
Eritrea,,0,,0,0,0,0,0,0,0,"2,523",0,0,0,318,0,0,0,0,1,0,0,0,2,0,,0,0,0,0,0,0,0,"7,136",0,0,0,0,,3,,0,0,,0,0,0,0,0,5,4,166,0,0,0,0,688,0,0,,0,"290,383",0,0,19,137,0,0,0,0,"6,561",,,125,,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,,0,"14,805",0,10,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,,,0,0,0,0,812,0,0,128,0,0,0,0,"1,030",0,,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,"40,644",0,,,0,0,1,0,0,,0,44,0,0,0,0,"458,042",0,0,"5,276","1,259",0,0,0,0,0,0,0,0,0,4,0,,,0,0,0,"8,690","12,689",0,0,0,8,,0,0,0,0,0,"90,688",,"942,238"
Estonia,,0,,0,0,0,0,21,0,0,"2,418",203,0,0,0,0,0,0,"1,251",1,0,0,0,7,0,,0,0,0,0,0,0,0,"6,170",0,0,0,0,,31,,0,0,,6,0,0,0,0,26,62,"1,070",0,0,0,17,0,0,0,,0,0,0,0,"18,637",778,0,0,0,41,"6,149",,,133,,,0,0,0,0,0,0,0,0,67,53,0,0,0,0,"3,511",,"7,491",954,0,78,0,895,0,0,,0,,0,0,0,"3,551",,0,0,0,0,701,33,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,,0,0,0,0,"1,770",0,0,115,0,0,0,0,765,0,,0,9,0,0,1,0,308,317,0,0,0,"69,054",0,0,0,0,0,0,,,0,0,14,0,0,,0,"1,298",0,0,0,0,0,0,0,"15,099",247,0,0,0,0,0,0,0,0,0,127,0,,,0,0,0,"2,686","12,738",3,0,0,39,,0,0,0,0,0,"8,590","1,668","169,213"
Ethiopia,,0,,0,0,0,67,0,0,0,"7,358",0,0,0,0,0,0,0,"1,360",1,0,0,0,5,0,,0,0,0,0,0,0,0,"22,951",0,3,11,0,,10,,0,0,,0,0,0,0,0,72,80,"1,521","34,697",0,0,7,636,0,0,,0,0,0,0,"1,237","3,956",0,0,0,0,"21,085",,,"1,663",,,0,4,0,0,0,0,0,0,96,77,0,0,0,0,220,,"87,556","17,226",0,313,0,0,"30,763",0,,0,,0,0,0,0,,0,0,0,0,0,26,0,0,0,0,0,,0,0,0,0,0,,21,0,0,0,0,,,0,0,0,0,"8,144",0,0,"1,014",45,0,0,0,"5,198",0,,0,6,0,0,1,0,51,18,0,0,0,0,0,0,0,0,"28,618",0,,,0,0,57,0,0,,0,"1,058",0,0,0,0,"152,094",0,0,"12,534","2,019",0,0,0,0,0,0,0,0,0,66,0,,,0,0,0,"10,298","139,693",7,0,0,18,,0,0,0,0,0,"26,446",,"620,405"
Faeroe Islands,,0,,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,3,,,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,0,3,0,0,12,0,0,0,0,0,0,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,3,14,759
Fiji,,0,,175,0,0,0,0,0,0,"60,544",0,0,0,0,0,0,0,23,3,0,0,0,2,0,,0,0,0,0,0,0,0,"28,387",0,3,0,0,,17,,0,0,,0,0,0,0,0,5,7,27,0,0,0,0,0,0,0,,0,0,0,0,12,113,0,0,0,0,113,,,10,,,0,0,0,0,0,0,0,0,1,0,179,0,0,0,47,,0,58,0,187,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,,,0,0,0,0,63,0,"3,708","41,288",0,0,0,0,33,0,,0,1,0,0,1,60,2,0,0,0,0,0,0,259,0,0,0,0,,,0,0,1,0,360,,0,54,0,0,0,0,0,0,0,51,169,0,0,0,0,0,0,108,0,0,2,0,,,0,0,0,"4,588","41,338",0,0,31,0,,0,0,0,0,0,145,,"182,183"
Finland,,0,,0,0,0,21,0,0,0,"10,091","1,699",0,0,0,0,0,0,"3,682",0,0,0,0,64,0,,166,0,0,0,0,0,0,"14,604",0,15,0,0,,221,,0,0,,0,0,0,0,0,437,335,"4,143",0,0,68,175,0,0,0,,999,0,0,0,0,"4,016",0,0,0,0,"21,363",,,"1,276",,,0,0,0,0,0,0,10,0,768,307,0,0,0,0,"1,363",,0,"2,240",0,593,0,0,0,0,,0,,0,0,0,588,,0,0,0,2,41,838,0,0,0,0,0,,0,0,0,0,0,,188,0,0,0,0,,,0,0,0,0,"2,392",0,0,433,29,0,0,0,"10,220",0,,0,19,0,0,44,536,224,440,0,0,0,0,0,0,0,0,0,0,,,0,0,81,0,0,,0,"13,238",0,0,0,0,0,0,0,"189,535","4,312",0,0,502,0,0,0,0,0,0,"1,873",0,,,0,0,0,"14,997","13,490",10,0,0,52,,0,0,0,0,0,486,"6,043","329,269"
France,,0,,0,"5,805",0,56,"6,223",0,0,"25,752","7,715",0,130,0,0,0,0,"174,750",11,"1,916",0,0,702,0,,"8,433",0,0,0,0,"1,311","8,793","92,606",187,47,"3,060",0,,"5,214",,"1,657",522,,"10,942",0,0,496,144,811,"3,670","5,570",0,0,"3,764","3,101","1,744",205,152,,0,0,0,0,"1,873",0,"25,755","14,828",0,0,"169,945",,,"1,872",,,0,201,"1,614",99,0,0,89,0,"3,465",611,"1,188",0,0,0,"13,657",,"41,771","40,053",0,"8,881","3,251",0,0,0,,"1,278",,0,0,0,0,,0,124,0,73,119,"22,494",0,0,"12,365",0,0,,"2,604",128,0,"2,365","4,599",,"8,378",0,0,"9,298",0,,,0,0,0,0,"20,251",224,0,"3,551",171,0,0,0,"4,464",516,,0,470,0,377,806,456,"36,150","134,355",0,0,0,0,0,21,0,33,0,"17,192",,,0,0,"2,140",329,0,,0,"252,618",425,0,39,0,148,"3,143",0,"7,460","110,377",0,0,0,"3,570",0,"6,393",0,0,"3,425","17,979",0,,,0,0,0,"128,020","160,721",814,0,174,"3,323",,0,0,0,141,0,"20,448","28,816","1,738,006"
French Polynesia,,0,,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,10,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,743,0,0,0,0,0,0,0,,,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,475,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,0,0,0,0,,,0,0,0,0,11,0,"1,588",640,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,149,52,"4,158"
Gabon,,0,,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,435,0,0,0,0,0,0,,0,0,0,0,0,0,0,561,0,0,187,318,,10,,0,0,,649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,2,"14,615",0,0,0,0,449,,,17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,0,205,0,29,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,0,,"4,748",0,0,146,0,,3,0,0,0,0,,,0,0,0,0,90,0,0,7,0,0,0,0,9,0,,0,0,0,0,1,0,1,102,0,0,0,0,0,0,0,452,0,0,,,0,0,0,0,0,,0,388,0,0,0,0,0,0,0,2,174,0,0,0,0,0,0,0,0,0,4,0,,,0,0,0,179,600,0,0,0,2,,0,0,0,0,0,790,,"25,229"
"Gambia, The",,0,,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,217,0,0,0,0,0,0,,0,0,0,0,0,0,0,296,0,0,7,0,,3,,0,0,,0,0,857,0,0,0,9,681,0,0,0,46,0,0,0,,0,0,0,0,345,"1,169",0,0,0,0,"4,049",,,54,,,0,0,797,909,0,0,0,0,2,0,0,0,0,0,54,,0,973,0,22,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,633,0,0,0,0,,6,0,0,0,0,,,0,0,0,0,460,0,0,23,0,0,"6,509",0,"1,283",0,,0,1,0,0,1,0,3,35,0,0,0,0,0,0,0,0,0,"5,881",,,"2,778",0,0,0,0,,0,"18,112",0,0,0,0,0,0,0,"3,358",200,0,0,0,0,0,0,0,0,0,16,0,,,0,0,0,"5,198","7,472",0,0,0,1,,0,0,0,0,0,"2,233",,"64,905"
Georgia,,0,,0,0,0,0,74,"75,792",0,420,659,"5,258",0,0,0,0,"1,807",416,14,0,0,0,0,0,,129,0,0,0,0,2,0,"1,781",0,0,0,0,,3,,0,0,,18,0,0,0,0,"13,497",362,158,0,0,18,0,0,0,0,,0,0,0,0,74,"1,156",0,0,0,0,"18,164",,,"41,817",,,0,0,0,0,0,0,0,0,78,0,0,0,0,0,366,,"26,032","1,316",0,49,0,"2,635",0,0,,0,,0,0,0,"3,845",,0,0,0,0,568,14,0,0,0,0,0,,0,0,0,2,0,,138,0,0,0,0,,,0,0,0,0,941,0,0,89,0,0,0,0,141,0,,0,1,0,0,0,0,465,199,0,0,0,"644,390",0,0,0,0,0,0,,,0,0,73,0,0,,0,"10,702",1,0,0,0,0,0,0,385,373,0,0,0,0,0,0,0,0,0,"7,295",0,,,0,"72,410",0,738,"25,310",1,0,0,3,,0,0,0,0,0,"98,123",,"1,058,300"
Germany,,0,,0,480,0,9,"9,803","1,241",0,"131,810","202,093",0,203,0,0,0,"2,864","88,940",83,0,0,0,"2,148",6,,"19,676",0,0,0,0,189,0,"199,541",0,164,0,0,,"9,377",,"1,897",0,,174,0,0,"9,618",331,"2,294","9,745","32,992",0,0,"7,583","6,033","2,439",218,0,,0,0,0,0,"5,893","170,959",0,0,0,"1,676",0,,,"12,549",,,0,499,835,0,0,0,182,0,"26,387","2,476","2,234",0,0,239,"17,240",,"43,696","52,223",0,"5,983","5,896","175,667",0,0,,"1,266",,0,"3,124",0,"1,368",,0,569,0,"1,253","1,016","15,365",0,0,320,0,0,,0,479,0,53,"1,916",,"8,230",0,0,0,0,,,0,0,0,0,"117,170",0,0,"11,771",458,0,0,0,"18,733",0,,0,619,672,"1,715","1,265","2,039","104,710","34,241",0,0,"2,340",0,0,83,0,0,0,0,,,0,0,"2,945","1,477",0,,0,"272,821",185,0,39,0,403,0,0,"47,904","204,233",0,0,"3,128","6,727",0,830,0,0,0,"306,456",0,,,0,0,0,"299,753","653,968","1,443",0,0,"3,706",,0,0,0,391,0,"72,516","53,178","3,529,460"
Ghana,,0,,0,0,0,23,0,0,0,"3,679",0,0,60,0,0,0,0,"3,576",12,0,0,0,3,0,,0,0,0,"50,217",0,0,0,"21,920",0,6,22,0,,14,,0,0,,0,0,"111,001",0,0,74,42,"1,454",0,0,0,53,213,0,0,,0,0,0,0,506,"4,985",0,0,0,0,"34,153",,,578,,,0,0,"1,314",0,0,0,0,0,78,0,0,0,0,0,869,,0,"49,931",0,"1,906",0,0,0,0,,0,,0,0,0,0,,0,"15,785",0,0,3,23,0,0,0,0,0,,"2,649",0,0,353,0,,18,0,0,0,0,,,0,0,0,0,"12,123",0,0,404,0,"2,599","186,015",0,"1,703",0,,0,15,0,0,1,14,49,76,0,0,0,0,0,0,0,0,0,0,,,"1,507",0,14,0,0,,0,"14,684",0,0,0,0,0,0,0,"1,441","1,853",0,0,0,0,0,"39,247",0,0,0,161,0,,,0,0,0,"96,795","110,931",0,0,0,18,,0,0,0,408,0,"49,835",,"825,414"
Gibraltar,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0
Greece,,"80,778",,0,0,0,0,0,"3,360",0,"140,114","3,999",0,51,0,0,0,0,"15,143",1,0,0,0,7,0,,"2,753",0,0,0,0,0,0,"85,126",0,3,0,0,,341,,0,0,,0,0,0,0,0,"20,937","1,824","1,239",0,0,140,99,908,0,0,,0,0,0,0,803,"13,524",0,0,0,"1,365","470,350",,,0,,,0,0,0,0,0,0,9,0,"1,553",28,0,0,0,0,696,,"19,919","9,184",0,319,0,"6,313",0,0,,0,,0,0,0,0,,0,0,0,91,6,"1,035",0,0,0,0,0,,0,0,0,0,0,,444,0,0,0,0,,,0,0,0,0,"8,376",0,0,"1,050",14,0,0,0,925,0,,0,335,0,12,69,305,"2,354",176,0,0,"4,399",0,0,0,0,0,0,0,,,0,0,399,0,0,,0,"4,373",0,0,0,0,0,0,0,"11,523","7,065",0,0,0,0,0,0,0,0,0,"66,344",0,,,0,0,0,"28,102","151,239",177,0,0,684,,0,0,0,0,0,"20,442","18,989","1,209,813"
Greenland,,0,,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,7,,,0,311,0,0,0,0,0,0,0,79,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,0,0,0,0,,,0,0,0,0,8,0,0,4,0,0,0,0,"5,194",0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,39,101,"5,810"
Grenada,,0,,0,0,0,143,0,0,0,105,0,0,24,0,0,735,0,5,11,0,0,0,0,0,,0,0,0,0,0,0,0,"10,180",0,23,0,0,,9,,0,0,,0,0,0,0,0,0,0,8,0,0,14,10,0,0,0,,0,0,0,0,2,63,0,0,0,0,83,,,1,,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,,0,12,0,2,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,158,0,0,0,0,,,0,0,0,0,40,19,0,10,0,0,0,0,16,0,,0,7,0,0,2,0,3,13,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,35,0,0,24,567,0,0,0,48,46,0,0,0,0,0,0,0,"9,167",0,0,0,,,0,0,0,"12,958","33,568",0,0,0,105,,0,0,0,0,0,127,,"68,362"
Guam,,0,,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,82,0,0,0,0,,7,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,596,0,0,0,0,0,0,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,554,0,0,0,0,,,0,0,0,0,1,0,0,23,0,0,0,"1,962",0,0,,234,0,0,0,0,"1,316",2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,81,"42,545",0,0,0,0,,0,0,0,0,0,328,849,"48,689"
Guatemala,,0,,0,0,0,4,0,0,0,420,0,0,14,0,0,0,0,813,"20,070",0,0,0,221,0,,159,0,0,0,0,0,0,"18,282",0,0,0,0,,394,,370,0,,0,"3,294",0,0,0,2,9,193,0,0,709,591,0,"8,528",0,,0,0,0,0,51,"1,745",0,0,0,0,"1,037",,,37,,,0,0,0,0,0,0,"2,849",0,9,0,0,0,0,0,337,,0,692,0,110,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,65,0,0,0,0,0,,0,0,0,0,0,,"35,022",0,0,0,0,,,0,0,0,0,595,0,0,46,"1,387",0,0,0,474,0,,0,870,0,36,89,344,1,37,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,"6,699",0,0,0,0,0,0,0,829,598,0,0,0,0,0,0,0,0,0,19,0,,,0,0,0,661,"753,720",23,0,0,399,,0,0,0,0,0,"9,125",,"871,981"
Guinea,,0,,0,0,485,0,0,0,0,526,0,0,0,0,0,0,0,"1,103",4,0,0,0,2,0,,0,0,0,0,0,0,0,"2,392",108,3,55,0,,5,,0,0,,0,0,"134,171",0,0,2,23,74,0,0,5,13,0,0,0,,0,0,0,0,15,"22,124",0,0,"58,625",0,"3,505",,,10,,,0,0,0,"4,833",0,0,0,0,39,0,0,0,0,0,103,,0,"2,949",0,250,0,0,0,0,,0,,0,0,0,0,,0,"49,944",0,0,0,28,0,0,0,0,0,,"16,267",0,0,"5,197",0,,10,0,0,0,0,,,0,0,0,0,"2,191",0,0,3,11,0,"6,195",0,52,0,,0,7,0,0,3,0,13,419,0,0,0,0,0,0,0,0,0,"80,773",,,"69,127",0,14,0,0,,0,"12,657",0,0,0,0,0,0,0,183,475,0,0,0,0,0,0,0,0,0,8,0,,,0,0,0,351,"6,403",0,0,0,1,,0,0,0,0,0,"51,552",,"533,308"
Guinea-Bissau,,0,,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,103,4,0,0,0,0,0,,0,0,0,0,0,0,0,69,"1,233",0,34,0,,0,,0,0,,0,0,388,0,0,0,9,36,0,0,0,10,0,0,0,,0,0,0,0,5,"8,653",0,0,"20,158",0,737,,,3,,,0,0,"2,749",0,0,0,0,0,11,0,0,0,0,0,0,,0,35,0,3,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,17,0,0,0,0,0,,0,0,0,"2,018",0,,1,0,0,0,0,,,0,0,0,0,212,0,0,0,0,0,"4,847",0,17,0,,0,4,0,0,4,0,0,"30,225",0,0,0,0,0,0,0,77,0,"24,155",,,0,0,1,0,0,,0,"7,462",0,0,0,0,0,0,0,109,160,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,505,562,0,0,0,1,,0,0,0,0,0,"6,741",,"111,374"
Guyana,,0,,0,0,0,"4,798",0,0,0,631,0,0,630,0,0,"3,327",0,91,115,0,0,0,8,0,,"1,613",0,0,0,0,0,0,"101,505",0,232,0,0,,24,,0,0,,0,0,0,0,0,0,3,131,0,0,68,26,0,0,0,,0,0,0,0,17,28,0,0,0,0,203,,,13,,,0,0,0,0,0,41,1,0,7,0,0,0,0,0,108,,0,21,0,9,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,18,0,0,0,0,,,0,0,0,0,"2,352","1,503",0,125,0,0,0,0,121,0,,0,52,0,4,6,0,14,23,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,162,0,741,528,784,0,"10,924",0,137,122,0,0,0,0,0,0,0,"4,330",0,6,0,,,0,0,0,"24,979","263,147",1,0,0,"6,551",,0,0,0,0,0,"3,185",,"433,473"
Haiti,,0,,0,0,0,25,0,0,0,105,0,0,"19,051",0,0,0,0,"1,921",63,0,0,0,12,0,,15,0,0,0,0,0,0,"73,753",0,26,0,0,,86,,0,0,,0,0,0,0,909,5,21,177,0,0,"279,216",132,0,0,0,,0,0,0,0,2,"42,103",0,0,0,0,645,,,131,,,0,12,0,0,0,0,28,0,1,0,0,0,0,0,7,,0,278,0,23,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,13,0,0,0,0,0,,0,0,0,4,0,,500,0,0,0,0,,,0,0,0,0,"1,087","3,757",0,13,31,0,0,0,23,0,,0,435,0,1,11,0,1,10,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,769,0,0,0,0,0,869,0,138,"1,257",0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,217,"545,437",2,0,0,"1,509",,556,0,0,0,0,"34,363",,"1,009,751"
Honduras,,0,,0,0,0,5,0,0,0,210,0,0,12,0,0,0,0,123,"6,777",0,0,0,327,0,,137,0,0,0,0,0,0,"6,013",0,"2,848",0,0,,418,,283,0,,0,"4,861",0,0,0,4,3,98,0,0,645,644,0,"11,207",0,,0,0,0,0,29,566,0,0,0,0,896,,,57,,,0,"6,534",0,0,0,41,0,0,5,0,0,0,0,0,25,,0,822,0,184,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,,"5,314",0,0,0,0,,,0,0,0,0,361,0,0,30,"14,597",0,0,0,99,0,,0,"1,213",0,33,80,51,3,23,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,"27,059",0,0,0,0,0,0,0,278,318,0,0,0,0,0,0,0,0,0,4,0,,,0,0,0,556,"469,202",15,0,0,250,,0,0,0,0,0,"6,469",,"569,731"
"Hong Kong, China",,0,,0,0,0,0,0,0,0,"90,711",0,0,23,0,0,0,0,"2,096",148,0,0,0,25,0,,0,773,0,0,0,551,0,"250,786",0,3,0,0,,87,,0,0,,0,0,0,0,0,0,18,0,0,0,194,135,0,0,0,,0,0,0,0,21,"2,194",0,0,0,0,0,,,27,,,0,35,0,0,0,0,0,0,10,0,0,0,0,0,"2,537",,0,505,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,185,"19,274",0,0,0,0,,0,0,0,0,57,,0,0,0,0,0,,,0,0,0,0,"10,272",225,0,"8,407",0,0,0,0,"1,309",0,,0,539,0,0,0,0,3,130,0,0,0,0,0,0,0,0,0,0,,,0,"2,615",3,0,0,,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,66,0,,,0,0,0,"95,755","214,572",1,0,0,403,,0,0,0,0,0,271,"13,332","718,990"
Hungary,,0,,0,0,0,0,0,0,0,"24,806","38,732",0,0,0,0,0,0,"7,315",0,0,0,0,55,11,,"2,876",0,0,0,0,0,0,"53,474",0,3,0,0,,593,,112,0,,0,0,0,0,0,304,"6,263","2,365",0,0,77,297,0,0,0,,0,0,0,0,"1,249","12,010",0,0,0,0,"89,583",,,218,,,0,0,0,0,0,0,0,0,0,136,0,0,0,0,"4,906",,"16,208","7,109",0,471,"4,828",0,0,0,,0,,0,0,0,0,,0,0,0,0,73,350,0,0,0,0,0,,0,0,0,0,0,,350,0,0,0,0,,,0,0,0,0,"6,315",0,0,"1,372",28,0,0,0,"2,192",0,,0,29,0,0,85,157,"1,449",306,0,0,"5,724",0,0,0,0,0,0,0,,,0,0,"14,160",232,0,,0,"8,007",0,0,0,0,0,0,0,"14,953","13,919",0,0,0,0,0,0,0,0,0,583,0,,,0,0,0,"24,979","81,905",336,0,0,624,,0,0,0,0,0,"2,038","8,253","462,418"
Iceland,,0,,0,0,0,0,0,0,0,631,176,0,0,0,0,0,0,219,0,0,0,0,5,0,,0,0,0,0,0,0,0,617,0,0,0,0,,19,,0,0,,0,0,0,0,0,30,20,"9,565",0,0,23,26,0,0,0,,0,0,12,0,206,379,0,0,0,0,"2,213",,,36,,,0,0,0,0,0,0,0,0,69,0,0,0,0,0,124,,0,183,0,50,0,0,0,0,,0,,0,0,0,0,,0,0,0,1,4,370,0,0,0,0,0,,0,0,0,0,0,,24,0,0,0,0,,,0,0,0,0,400,0,0,131,0,0,0,0,"5,732",0,,0,10,0,0,14,73,44,48,0,0,0,0,0,0,0,0,0,0,,,0,0,5,0,0,,0,"1,399",0,0,0,0,0,0,0,"4,619",169,0,0,0,0,0,0,0,0,0,48,0,,,0,0,0,"2,056","12,120",0,0,0,3,,0,0,0,0,0,30,789,"42,693"
